"name","engine_source","deck_import_eligible","engine_status","semantic_class","mana_cost","type_line","color_identity","oracle_id","source_name","source_match","in_comparison_universe","source_commander_legality","source_games"
"Adriana, Captain of the Guard","oracle-0172","true","certified","creature-template","{3}{R}{W}","Legendary Creature — Human Knight","RW","de23275e-e9c1-4151-aed8-f79ead03d5d4","Adriana, Captain of the Guard","oracle-id","true","legal","paper,mtgo"
"Adric, Mathematical Genius","oracle-0155","true","certified","creature-template","{1}{U}","Legendary Creature — Human Artificer","U","af566158-23b2-4f91-8d59-a58342a9f576","Adric, Mathematical Genius","oracle-id","true","legal","paper"
"Adrix and Nev, Twincasters","legacy","true","certified-legacy","manual","{2}{G}{U}","Legendary Creature — Merfolk Wizard","UG","12a6cad9-eb42-43bd-9e68-aaf862cd83db","Adrix and Nev, Twincasters","canonical-name","true","legal","paper,mtgo"
"Adult Gold Dragon","oracle-0001","true","certified","keyword-only","{3}{R}{W}","Creature — Dragon","RW","a361fdd1-7f97-4aed-8e24-ab2a03387f73","Adult Gold Dragon","oracle-id","true","legal","arena,paper,mtgo"
"Advance Scout","oracle-0027","true","certified","creature-template","{1}{W}","Creature — Human Soldier Scout","W","831e2185-0bb2-45bb-99cd-d2091bad86f0","Advance Scout","oracle-id","true","legal","paper,mtgo"
"Advanced Hoverguard","oracle-0014","true","certified","creature-template","{3}{U}","Creature — Drone","U","65dc61a4-9052-49d4-bce8-9c16f0339382","Advanced Hoverguard","oracle-id","true","legal","paper,mtgo"
"Advanced Stitchwing","oracle-0097","true","certified","creature-template","{3}{U}{U}","Creature — Zombie Horror","U","7e5d2801-873f-4318-9c23-9a73e00e31a4","Advanced Stitchwing","oracle-id","true","legal","paper,mtgo"
"Advent of the Wurm","oracle-0014","true","certified","spell-template","{1}{G}{G}{W}","Instant","GW","eb62aa4b-c11b-4195-ae85-cff8f78ce17b","Advent of the Wurm","oracle-id","true","legal","paper,mtgo"
"Adventure Awaits","oracle-0163","true","certified","spell-template","{1}{G}","Sorcery","G","70235727-e330-46fa-b057-ddbb55cd1ac3","Adventure Awaits","oracle-id","true","legal","arena,paper,mtgo"
"Adventurer's Airship","oracle-0027","true","certified","vehicle-template","{3}","Artifact — Vehicle","","e3016295-00f7-4daf-91b0-57653733b103","Adventurer's Airship","oracle-id","true","legal","paper,arena,mtgo"
"Adventurer's Inn","oracle-0027","true","certified","land-mana-template","","Land — Town","","232bd88c-ecdb-43dd-b34a-d381cb3bedf2","Adventurer's Inn","oracle-id","true","legal","paper,arena,mtgo"
"Adventuring Gear","oracle-0097","true","certified","equipment-template","{1}","Artifact — Equipment","","17042684-7af4-43a6-88c7-885032cfb27c","Adventuring Gear","oracle-id","true","legal","paper,arena,mtgo"
"Adventurous Impulse","oracle-0047","true","certified","spell-template","{G}","Sorcery","G","5bf49f39-b3d5-4148-8dc2-b5b5011769d2","Adventurous Impulse","oracle-id","true","legal","arena,paper,mtgo"
"Adverse Conditions","oracle-0127","true","certified","spell-template","{3}{U}","Instant","U","7a5a81f7-1597-4972-8565-fd2a5667df99","Adverse Conditions","oracle-id","true","legal","paper,mtgo"
"Advocate of the Beast","oracle-0067","true","certified","creature-template","{2}{G}","Creature — Elf Shaman","G","1208cb6e-34b4-4a23-9a5b-a01229113e38","Advocate of the Beast","oracle-id","true","legal","paper,mtgo"
"Adéwalé, Breaker of Chains","oracle-0097","true","certified","creature-template","{1}{U}{B}","Legendary Creature — Human Assassin Pirate","BU","e30d9e08-cf88-4e2d-95e1-7144d8fea5c7","Adéwalé, Breaker of Chains","oracle-id","true","legal","paper,mtgo"
"Aegis Angel","oracle-0176","true","certified","creature-template","{4}{W}{W}","Creature — Angel","W","5902e074-7154-4fc7-8776-b87e8b1925e7","Aegis Angel","oracle-id","true","legal","paper"
"Aegis Automaton","oracle-0027","true","certified","creature-template","{2}","Artifact Creature — Construct","W","727f4734-53cc-4279-ba51-dfa26c4ceb1d","Aegis Automaton","oracle-id","true","legal","paper,mtgo"
"Aegis Sculptor","oracle-0127","true","certified","creature-template","{3}{U}","Creature — Bird Wizard","U","3a75c56a-bdf7-490d-aa41-51d5eb8be46c","Aegis Sculptor","oracle-id","true","legal","paper,arena,mtgo"
"Aegis Turtle","oracle-0001","true","certified","vanilla","{U}","Creature — Turtle","U","f84c30e7-2ea8-43ff-9356-1f907558cfd9","Aegis Turtle","oracle-id","true","legal","paper,arena,mtgo"
"Aegis of the Gods","oracle-0097","true","certified","creature-template","{1}{W}","Enchantment Creature — Human Soldier","W","c5bfc1b9-a55d-4608-a6f7-bb62cb8dc3c6","Aegis of the Gods","oracle-id","true","legal","paper,mtgo"
"Aegis of the Heavens","oracle-0004","true","certified","spell-template","{1}{W}","Instant","W","f8e1b38a-2a77-4cf1-8bef-31acb61ede10","Aegis of the Heavens","oracle-id","true","legal","arena,paper"
"Aerathi Berserker","oracle-0097","true","certified","creature-template","{2}{R}{R}{R}","Creature — Human Berserker","R","5cb495a2-c683-4066-b6ee-d0b7d8843cb9","Aerathi Berserker","oracle-id","true","legal","paper"
"Aerial Assault","oracle-0149","true","certified","spell-template","{2}{W}","Sorcery","W","a4eb06ca-16d8-41c2-8fc6-22e73872b5b0","Aerial Assault","oracle-id","true","legal","arena,paper"
"Aerial Boost","oracle-0014","true","certified","spell-template","{1}{W}","Instant","W","d7fa5c42-7cd5-42e7-a42e-724c1a3df96a","Aerial Boost","oracle-id","true","legal","paper,arena,mtgo"
"Aerial Caravan","oracle-0047","true","certified","creature-template","{4}{U}{U}","Creature — Human Soldier","U","d13aff7c-f0ee-44e2-ae1c-62cd86ad46a6","Aerial Caravan","oracle-id","true","legal","paper,mtgo"
"Aerial Doombot","oracle-0097","true","certified","creature-template","{U}","Artifact Creature — Robot Villain","U","f24efc60-fdac-4a5d-bcbc-784ec5ae6d96","Aerial Doombot","oracle-id","true","legal","paper,mtgo,arena"
"Aerial Engineer","oracle-0047","true","certified","creature-template","{2}{W}{U}","Creature — Human Artificer","UW","27f5969e-d613-4cbc-87af-98899bb5c58a","Aerial Engineer","oracle-id","true","legal","arena,paper,mtgo"
"Aerial Extortionist","legacy","true","certified-legacy","manual","{3}{W}{W}","Creature — Bird Soldier","W","7e7d7f4d-2c22-4803-ba5e-5eb653c25b5e","Aerial Extortionist","canonical-name","true","legal","paper,mtgo"
"Aerial Formation","oracle-0147","true","certified","spell-template","{U}","Instant","U","b0168b7e-a8b8-4ce3-af12-a43f3818b6a1","Aerial Formation","oracle-id","true","legal","paper,mtgo"
"Aerial Guide","oracle-0097","true","certified","creature-template","{2}{U}","Creature — Drake","U","b56c0846-e465-4251-93ea-2e3e7be8dffc","Aerial Guide","oracle-id","true","legal","paper,mtgo"
"Aerial Maneuver","oracle-0014","true","certified","spell-template","{1}{W}","Instant","W","d4ccc319-db23-4ef4-8129-317426f3a794","Aerial Maneuver","oracle-id","true","legal","paper,mtgo"
"Aerial Predation","oracle-0047","true","certified","spell-template","{2}{G}","Instant","G","6bac1495-16cf-4e1e-9126-482f85322c78","Aerial Predation","oracle-id","true","legal","paper,mtgo"
"Aerial Responder","oracle-0001","true","certified","keyword-only","{1}{W}{W}","Creature — Dwarf Soldier","W","69b1b0ec-9db0-48d1-a7b5-71281aca16fe","Aerial Responder","oracle-id","true","legal","paper,mtgo"
"Aerial Volley","oracle-0171","true","certified","spell-template","{G}","Instant","G","ab855992-34da-42a2-b7c7-dec4db849159","Aerial Volley","oracle-id","true","legal","paper,mtgo"
"Aerie Auxiliary","oracle-0097","true","certified","creature-template","{3}{W}","Creature — Bird Soldier","W","0c97aea7-c997-45b4-a044-84fb5c07a021","Aerie Auxiliary","oracle-id","true","legal","paper,mtgo,arena"
"Aerie Bowmasters","oracle-0067","true","certified","creature-template","{2}{G}{G}","Creature — Dog Archer","G","43ace4d5-9006-4bad-bd17-3d368c20564d","Aerie Bowmasters","oracle-id","true","legal","paper,mtgo"
"Aerie Mystics","oracle-0067","true","certified","creature-template","{4}{W}","Creature — Bird Wizard","GUW","12134f7d-433a-416a-b668-c1a21984c94b","Aerie Mystics","oracle-id","true","legal","paper"
"Aerie Ouphes","oracle-0047","true","certified","creature-template","{4}{G}","Creature — Ouphe","G","70cdd24a-8dc5-47b5-8729-9ebf486f4821","Aerie Ouphes","oracle-id","true","legal","paper,mtgo"
"Aerie Worshippers","oracle-0067","true","certified","creature-template","{3}{U}","Creature — Human Cleric","U","674c34eb-1080-4811-8f2a-5006e08d98b8","Aerie Worshippers","oracle-id","true","legal","paper,mtgo"
"Aerith Gainsborough","oracle-0127","true","certified","creature-template","{2}{W}","Legendary Creature — Human Cleric","W","dd9a6f6b-f9b7-4292-bc80-b7da326de032","Aerith Gainsborough","oracle-id","true","legal","paper,arena,mtgo"
"Aerith, Last Ancient","legacy","true","certified-legacy","manual","{2}{G}{W}","Legendary Creature — Human Cleric Druid","WG","d6cba688-faff-4d9f-8148-37d389fa5fb3","Aerith, Last Ancient","canonical-name","true","legal","paper,arena,mtgo"
"Aeromoeba","oracle-0097","true","certified","creature-template","{3}{U}","Creature — Elemental Beast","U","1e276998-9c54-4d68-a901-657853312d06","Aeromoeba","oracle-id","true","legal","paper,mtgo"
"Aeromunculus","oracle-0067","true","certified","creature-template","{1}{G}{U}","Creature — Homunculus Mutant","GU","a0cd19c1-9125-4627-83ba-d42c489b4e7d","Aeromunculus","oracle-id","true","legal","arena,paper,mtgo"
"Aeronaut Admiral","oracle-0067","true","certified","creature-template","{3}{W}","Creature — Human Pilot","W","dcde1a62-33a5-4454-a389-9bf7a3521a4c","Aeronaut Admiral","oracle-id","true","legal","paper"
"Aeronaut Cavalry","oracle-0067","true","certified","creature-template","{4}{W}","Creature — Human Soldier","W","153292f9-e0d1-43a7-a083-275c49d0554a","Aeronaut Cavalry","oracle-id","true","legal","paper,arena,mtgo"
"Aeronaut Tinkerer","oracle-0047","true","certified","creature-template","{2}{U}","Creature — Human Artificer","U","a15bb807-ea31-4bff-b573-c249c4c78dd6","Aeronaut Tinkerer","oracle-id","true","legal","paper,mtgo"
"Aeronaut's Wings","oracle-0014","true","certified","equipment-template","{2}","Artifact — Equipment","","e3bad2e2-1024-4261-b3d7-82a6998416fd","Aeronaut's Wings","oracle-id","true","legal","paper,arena,mtgo"
"Aesi, Tyrant of Gyre Strait","oracle-0097","true","certified","creature-template","{4}{G}{U}","Legendary Creature — Serpent","GU","6511f317-bd38-46d0-b800-7125a3f420da","Aesi, Tyrant of Gyre Strait","oracle-id","true","legal","paper,mtgo"
"Aesthir Glider","oracle-0004","true","certified","creature-template","{3}","Artifact Creature — Bird Construct","","99dcde0b-4f4d-4d7a-89aa-8a89c256e38f","Aesthir Glider","oracle-id","true","legal","arena,paper,mtgo"
"Aether Adept","oracle-0027","true","certified","creature-template","{1}{U}{U}","Creature — Human Wizard","U","e076067c-77b7-4a37-a62d-51434392dd53","Aether Adept","oracle-id","true","legal","paper,mtgo"
"Aether Channeler","legacy","true","certified-legacy","manual","{2}{U}","Creature — Human Wizard","U","fb220f46-f8b8-4804-baa4-e7d50b4871f7","Aether Channeler","canonical-name","true","legal","paper,arena,mtgo"
"Aether Charge","oracle-0127","true","certified","enchantment-template","{4}{R}","Enchantment","R","15e83068-6253-4c65-8679-7295f3dc2075","Aether Charge","oracle-id","true","legal","paper,mtgo"
"Aether Chaser","oracle-0166","true","certified","creature-template","{1}{R}","Creature — Human Artificer","R","8aab0b55-2779-43c7-a3ee-151b8e5c72f3","Aether Chaser","oracle-id","true","legal","paper,mtgo"
"Aether Figment","oracle-0067","true","certified","creature-template","{1}{U}","Creature — Illusion","U","15fee0bd-ede2-4f65-a9a1-2da4623679d5","Aether Figment","oracle-id","true","legal","paper,mtgo"
"Aether Gale","legacy","true","certified-legacy","manual","{3}{U}{U}","Sorcery","U","b21d6482-1b3a-47e6-98a5-3067f5f3818b","Aether Gale","canonical-name","true","legal","paper,mtgo"
"Aether Helix","oracle-0027","true","certified","spell-v4-template","{3}{G}{U}","Sorcery","GU","9c83979a-b354-4e20-9638-85e8f354da81","Aether Helix","oracle-id","true","legal","arena,paper,mtgo"
"Aether Herder","oracle-0166","true","certified","creature-template","{3}{G}","Creature — Elf Artificer Druid","G","be89a032-8ade-4048-b95d-76e958dca330","Aether Herder","oracle-id","true","legal","paper,mtgo"
"Aether Hub","oracle-0166","true","certified","land-mana-template","","Land","","61c89b11-65c9-4fda-bbcd-d84de25df801","Aether Hub","oracle-id","true","legal","paper,mtgo"
"Aether Inspector","oracle-0166","true","certified","creature-template","{3}{W}","Creature — Dwarf Artificer","W","9373a176-a5e9-4fdc-906b-bc6aef657e5b","Aether Inspector","oracle-id","true","legal","paper,mtgo"
"Aether Membrane","oracle-0127","true","certified","creature-template","{1}{R}{R}","Creature — Wall","R","5efea57b-937d-46ac-999e-490316e0f820","Aether Membrane","oracle-id","true","legal","paper,mtgo"
"Aether Poisoner","oracle-0166","true","certified","creature-template","{1}{B}","Creature — Human Artificer","B","73757d44-7889-416b-94d2-e730e601ace3","Aether Poisoner","oracle-id","true","legal","paper,mtgo"
"Aether Shockwave","oracle-0067","true","certified","spell-template","{3}{W}","Instant","W","e9db79fd-a5b6-4d59-9176-e713e2e9c708","Aether Shockwave","oracle-id","true","legal","paper,mtgo"
"Aether Spellbomb","oracle-0027","true","certified","artifact-template","{1}","Artifact","U","4b033a0a-c1ae-44d7-9662-72cbbfda024b","Aether Spellbomb","oracle-id","true","legal","arena,paper"
"Aether Sting","oracle-0067","true","certified","enchantment-template","{3}{R}","Enchantment","R","61105cb5-d7a1-4021-a006-dd1b947dfa68","Aether Sting","oracle-id","true","legal","paper,mtgo"
"Aether Swooper","oracle-0166","true","certified","creature-template","{1}{U}","Creature — Vedalken Artificer","U","f7ed301a-dce7-49d0-a68a-d3a099201f65","Aether Swooper","oracle-id","true","legal","paper,mtgo"
"Aether Theorist","oracle-0166","true","certified","creature-template","{1}{U}","Creature — Vedalken Rogue","U","b07ef53e-46db-457e-a5a2-846bb9805b70","Aether Theorist","oracle-id","true","legal","paper,mtgo"
"Aether Tunnel","oracle-0067","true","certified","aura-template","{1}{U}","Enchantment — Aura","U","0a90d1fb-7a76-4b62-b001-4a539a8e5df1","Aether Tunnel","oracle-id","true","legal","arena,paper,mtgo"
"Aetherblade Agent // Gitaxian Mindstinger","oracle-0161","true","certified","creature-template","{1}{B}","Creature — Human Rogue // Creature — Phyrexian Rogue","BU","80ecb069-36e2-490d-9f6c-ef553c00e997","Aetherblade Agent // Gitaxian Mindstinger","oracle-id","true","legal","paper,arena,mtgo"
"Aetherborn Marauder","legacy","true","certified-legacy","manual","{3}{B}","Creature — Aetherborn Rogue","B","ff6427f6-d2b1-4e33-984d-c06bd15d7c2c","Aetherborn Marauder","canonical-name","true","legal","paper,mtgo"
"Aetherflux Reservoir","oracle-0149","true","certified","artifact-template","{4}","Artifact","","5f15125e-ae89-471e-b055-226a783bc7c1","Aetherflux Reservoir","oracle-id","true","legal","paper,mtgo"
"Aethergeode Miner","oracle-0166","true","certified","creature-template","{1}{W}","Creature — Dwarf Scout","W","92045f6c-9ec2-4bf0-826c-e21ef253011c","Aethergeode Miner","oracle-id","true","legal","paper,mtgo"
"Aetherize","legacy","true","certified-legacy","manual","{3}{U}","Instant","U","7c779721-cd1b-4696-9ae9-68ccc284ed2a","Aetherize","canonical-name","true","legal","paper,arena,mtgo"
"Aetherjacket","oracle-0047","true","certified","creature-template","{3}","Artifact Creature — Thopter","","062c8e40-dea7-4df7-bcaa-f1d696fe61c3","Aetherjacket","oracle-id","true","legal","paper,arena,mtgo"
"Aetherling","oracle-0097","true","certified","creature-template","{4}{U}{U}","Creature — Shapeshifter","U","b980bf11-9e12-4ee9-83c1-45706d9ae344","Aetherling","oracle-id","true","legal","paper,mtgo"
"Aethershield Artificer","oracle-0067","true","certified","creature-template","{3}{W}","Creature — Dwarf Artificer","W","d2575513-72fa-49c7-be6b-9f6f85950f88","Aethershield Artificer","oracle-id","true","legal","arena,paper,mtgo"
"Aethersnipe","oracle-0067","true","certified","creature-template","{5}{U}","Creature — Elemental","U","3e0be003-4f42-4917-b85d-46baf2afd734","Aethersnipe","oracle-id","true","legal","paper,mtgo"
"Aethersphere Harvester","oracle-0166","true","certified","vehicle-template","{3}","Artifact — Vehicle","","7b3e74ad-0179-480b-871c-9e3bc30a43ff","Aethersphere Harvester","oracle-id","true","legal","paper,mtgo"
"Aethersquall Ancient","oracle-0167","true","certified","creature-template","{5}{U}{U}","Creature — Leviathan","U","47c685b1-6e1e-4e08-8a52-9da6902df113","Aethersquall Ancient","oracle-id","true","legal","paper,mtgo"
"Aetherstorm Roc","oracle-0166","true","certified","creature-template","{2}{W}{W}","Creature — Bird","W","06f09e5a-5cfb-437f-9dd1-1682d71f4e7f","Aetherstorm Roc","oracle-id","true","legal","paper,mtgo"
"Aetherstream Leopard","oracle-0166","true","certified","creature-template","{2}{G}","Creature — Cat","G","8517e5f4-89c5-4879-9b4f-b35e268798df","Aetherstream Leopard","oracle-id","true","legal","paper,mtgo"
"Aethertide Whale","oracle-0166","true","certified","creature-template","{4}{U}{U}","Creature — Whale","U","53b2c8f2-db9a-4ab0-a4e8-17385b2fa3bd","Aethertide Whale","oracle-id","true","legal","paper,mtgo"
"Aethertorch Renegade","oracle-0167","true","certified","creature-template","{2}{R}","Creature — Human Rogue","R","7db864fe-e0b7-4b32-8706-2ad01f93f7ca","Aethertorch Renegade","oracle-id","true","legal","paper,mtgo"
