"name","oracle_id","mana_cost","type_line","color_identity","layout","status","reason","semantic_class"
"Ajani, Mentor of Heroes","a612bd38-069f-4bdc-9aa6-c172435e3841","{3}{G}{W}","Legendary Planeswalker — Ajani","GW","normal","deferred","noncreature-needs-explicit-semantics",""
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","2588f348-d7a3-46c8-9ace-dca53ed5ef99","","Legendary Creature — Cat Warrior // Legendary Planeswalker — Ajani","RW","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Ajani, Sleeper Agent","37714eb9-a39d-4534-a2d3-27908c418f8a","{1}{G}{G/W/P}{W}","Legendary Planeswalker — Ajani","GW","normal","deferred","unsupported-mana-cost",""
"Ajani, Strength of the Pride","c3974ec7-7af0-4b65-baf6-4c1c4fe8a5c4","{2}{W}{W}","Legendary Planeswalker — Ajani","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Ajani, the Greathearted","f5d9be71-91d0-4166-ba58-cbbf5d490c40","{2}{G}{W}","Legendary Planeswalker — Ajani","GW","normal","deferred","noncreature-needs-explicit-semantics",""
"Akal Pakal, First Among Equals","53bfe54e-9b97-4113-97d9-3c5dbc85e7cf","{2}{U}","Legendary Creature — Human Advisor","U","normal","deferred","oracle-needs-explicit-semantics",""
"Akiri, Fearless Voyager","c03ae426-2536-4c20-a73a-a24e816f76b0","{1}{R}{W}","Legendary Creature — Kor Warrior","RW","normal","deferred","oracle-needs-explicit-semantics",""
"Akki Battle Squad","5bd81d2f-46a1-4536-92e7-28c7e1892735","{5}{R}","Creature — Goblin Samurai","R","normal","deferred","oracle-needs-explicit-semantics",""
"Akki Ember-Keeper","8df42f4a-022c-4fcb-a953-fb165fdbfc13","{1}{R}","Enchantment Creature — Goblin Warrior","R","normal","deferred","oracle-needs-explicit-semantics",""
"Akki Lavarunner // Tok-Tok, Volcano Born","47795817-73e5-4af6-bd1e-d69b193e8e9e","{3}{R}","Creature — Goblin Warrior // Legendary Creature — Goblin Shaman","R","flip","deferred","complex-layout",""
"Akki Underminer","8358f65a-7572-430d-b4f0-4fba7a372bd9","{3}{R}","Creature — Goblin Rogue Shaman","R","normal","deferred","oracle-needs-explicit-semantics",""
"Akoum Battlesinger","eb448589-28e1-49d4-ba3e-7ddb4341fdc5","{1}{R}","Creature — Human Berserker Ally","R","normal","deferred","oracle-needs-explicit-semantics",""
"Akroan Conscriptor","54216953-c575-4e08-9bee-384721c0bc4d","{4}{R}","Creature — Human Shaman","R","normal","deferred","oracle-needs-explicit-semantics",""
"Akroan Horse","8d0213d7-9e25-49d2-93fa-1d346cb2e869","{4}","Artifact Creature — Horse","","normal","deferred","oracle-needs-explicit-semantics",""
"Akroma's Will","fd949f82-fc10-4e37-8aa9-6c7569fe3c55","{3}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Akroma, Vision of Ixidor","b9be5ce9-08bb-4361-940c-9031e429ba86","{5}{W}{W}","Legendary Creature — Angel","W","normal","deferred","oracle-needs-explicit-semantics",""
"Aku Djinn","233c6686-ead8-4569-941d-3bfa768ff270","{3}{B}{B}","Creature — Djinn","B","normal","deferred","oracle-needs-explicit-semantics",""
"Akuta, Born of Ash","29169659-309f-4e1c-86ba-1d36420ed41e","{2}{B}{B}","Legendary Creature — Spirit","B","normal","deferred","oracle-needs-explicit-semantics",""
"Alabaster Dragon","2392a41a-59d3-4749-be94-4d9df0af9c4c","{4}{W}{W}","Creature — Dragon","W","normal","deferred","oracle-needs-explicit-semantics",""
"Alaborn Zealot","0d0d97dd-2653-4d37-b475-ac3b50c5ee53","{W}","Creature — Human Soldier","W","normal","deferred","oracle-needs-explicit-semantics",""
"Alacrian Armory","3fa2d51c-d549-4287-ac3b-76bc72bcd8bc","{3}{W}","Artifact","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Alacrian Jaguar","caeb4ec1-a8ba-4ac4-ad32-edbc671e5a39","{4}{G}","Creature — Cat Mount","G","normal","deferred","oracle-needs-explicit-semantics",""
"Aladdin's Lamp","2aa2f96b-5784-4767-b9ea-b8d9222cb1de","{10}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Alania, Divergent Storm","63d50d5e-56de-44c4-b906-b2a21a56e3f3","{3}{U}{R}","Legendary Creature — Otter Wizard","RU","normal","deferred","oracle-needs-explicit-semantics",""
"Alarum","18e96674-6fd8-4046-a3fe-7ba80138d85d","{1}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Alaundo the Seer","1e048c15-50d6-4313-880a-e04348952a51","{2}{G}{U}","Legendary Creature — Human Shaman","GU","normal","deferred","oracle-needs-explicit-semantics",""
"Alchemist's Gambit","271d8db6-8606-46d7-9812-75aa22fcfd8e","{1}{R}{R}","Sorcery","RU","normal","deferred","spell-needs-explicit-semantics",""
"Alchemist's Retrieval","8651da8e-9b2c-4530-a521-aea490ad88d4","{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Alela, Cunning Conqueror","1cae5752-b4af-4a8f-8c8c-2493e163083b","{2}{U}{B}","Legendary Creature — Faerie Warlock","BU","normal","deferred","unbound-event-reference",""
"Alesha, Who Laughs at Fate","17ce2c17-b69b-4ebf-9c3c-c64e771af101","{1}{B}{R}","Legendary Creature — Human Warrior","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Alesha, Who Smiles at Death","6969a7e2-6866-4001-a139-24b3be13deae","{2}{R}","Legendary Creature — Human Warrior","BRW","normal","deferred","oracle-needs-explicit-semantics",""
"Alex Wilder, Runaway","f3031397-c2d5-40c6-8eca-88faed00a5ea","{1}{R}","Legendary Creature — Human Hero Villain","R","normal","deferred","oracle-needs-explicit-semantics",""
"Alexios, Deimos of Kosmos","81c6c4f0-81ad-463c-a42b-60a73e6d70f3","{3}{R}","Legendary Creature — Human Berserker","R","normal","deferred","oracle-needs-explicit-semantics",""
"Alhammarret, High Arbiter","c2531360-61f8-4edc-886b-408811a0639d","{5}{U}{U}","Legendary Creature — Sphinx","U","normal","deferred","oracle-needs-explicit-semantics",""
"Alien Invasion","7c854a07-e031-458e-a335-9c31865020b8","{1}{R}{R}{G}","Enchantment","GR","normal","deferred","noncreature-needs-explicit-semantics",""
"Alien Symbiosis","19504e19-2886-4d28-a813-b798a9a446a2","{1}{B}","Enchantment — Aura","B","normal","deferred","noncreature-needs-explicit-semantics",""
"Alistair, the Brigadier","2fe8d739-dee5-4220-8102-6fbae7d4fc19","{1}{G}{W}{U}","Legendary Creature — Human Soldier","GUW","normal","deferred","oracle-needs-explicit-semantics",""
"All Is Dust","14693689-d087-43b6-9c3f-63ab0648fc20","{7}","Kindred Sorcery — Eldrazi","","normal","deferred","spell-needs-explicit-semantics",""
"All Suns' Dawn","a97d9a72-2e47-491b-b1db-9829a9abbbd7","{4}{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"All Will Be One","477374dc-042c-48f7-9ebe-99c15d8ae04f","{3}{R}{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"All of History, All at Once","48f80047-a4f9-4ebb-a97a-cad157b9bb64","{2}{U}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"All-Out Assault","de8c0e2d-3207-4bc6-83ef-91e33b26a981","{2}{R}{W}{B}","Enchantment","BRW","normal","deferred","noncreature-needs-explicit-semantics",""
"All-Seeing Arbiter","f15460d9-0133-436c-b0fe-1661989124f0","{4}{U}{U}","Creature — Avatar","U","normal","deferred","oracle-needs-explicit-semantics",""
"Alliance of Arms","be2a4595-4378-4af8-8368-e3b2bb3cb5bb","{W}","Sorcery","W","normal","deferred","spell-needs-explicit-semantics",""
"Allies at Last","c15e5e93-2eff-407d-ae75-437e36ef85ba","{2}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Allosaurus Shepherd","98295bdc-db58-4e1f-ad4c-63092aea207e","{G}","Creature — Elf Shaman","G","normal","deferred","oracle-needs-explicit-semantics",""
"Alloy Golem","410b7faf-365c-4b73-a64d-bddbe49cfded","{6}","Artifact Creature — Golem","","normal","deferred","oracle-needs-explicit-semantics",""
"Allure of the Unknown","252d9b25-45a1-40ca-b563-4cdefc791a44","{3}{B}{R}","Sorcery","BR","normal","deferred","spell-needs-explicit-semantics",""
"Alluring Siren","5f358544-7319-4f8e-9d60-a410c4feb774","{1}{U}","Creature — Siren","U","normal","deferred","oracle-needs-explicit-semantics",""
"Alluring Suitor // Deadly Dancer","e98e8129-3e0e-45cc-b00c-1387cc592023","","Creature — Vampire // Creature — Vampire","R","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Alms","efd46a6e-a901-4224-8a29-d53a4dc7750c","{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Alms Beast","b221939c-93e7-4ffc-b995-5b67e173ee15","{2}{W}{B}","Creature — Beast","BW","normal","deferred","oracle-needs-explicit-semantics",""
"Alms Collector","278e51fe-3cd9-4c82-bd81-2164771f8611","{3}{W}","Creature — Cat Cleric","W","normal","deferred","oracle-needs-explicit-semantics",""
"Aloe Alchemist","97489ef7-98c3-4700-bbe6-185215d41b25","{1}{G}","Creature — Plant Warlock","G","normal","deferred","oracle-needs-explicit-semantics",""
"Along the Crooked Way","f4437cb3-85f7-49b5-bb41-6a948549d987","{2}{B}","Enchantment","B","normal","deferred","noncreature-needs-explicit-semantics",""
"Aloy, Savior of Meridian","f0554a8f-32de-4069-9f47-5e06ceb3f09d","{3}{G}{U}","Legendary Creature — Human Warrior","GU","normal","deferred","oracle-needs-explicit-semantics",""
"Alpha Brawl","cfc023e0-9e9d-48ac-bfb5-74bfd5977dee","{6}{R}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Alpharael, Stonechosen","ed43f1f9-ef96-47bc-8a54-e59154319f9d","{3}{B}{B}","Legendary Creature — Human Cleric","B","normal","deferred","oracle-needs-explicit-semantics",""
"Alpine Moon","8b46b50c-f824-4c4e-86de-38065c6f9a64","{R}","Enchantment","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Alrund, God of the Cosmos // Hakka, Whispering Raven","0a69c3dd-52a3-4ef6-b53f-b0780e0dc5f8","","Legendary Creature — God // Legendary Creature — Bird","U","modal_dfc","deferred","double-faced-card-needs-complete-front-semantics",""
"Altar of Bhaal // Bone Offering","0a364b66-95df-480b-a733-e90f6d5c4d2b","{1}{B} // {2}{B}","Artifact // Sorcery — Adventure","B","adventure","deferred","adventure-needs-complete-face-semantics",""
"Altar of the Lost","171a3ac4-0c9c-46ac-b273-089d566cca05","{3}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Altar of the Pantheon","17d41bbf-6a84-48c4-baac-e45f8ed86b78","{3}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Altar of the Wretched // Wretched Bonemass","c551f007-9740-4a2a-8ef5-7be1a7afe14b","","Artifact // Creature — Skeleton Horror","B","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Altaïr Ibn-La'Ahad","43dc4b0c-e437-4abc-a3fb-48bd3098de88","{R}{W}{B}","Legendary Creature — Human Assassin","BRW","normal","deferred","oracle-needs-explicit-semantics",""
"Alter Reality","054c00b4-c940-455a-ad88-b8aa35931ecf","{1}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Amalia Benavides Aguirre","85eefda9-4aab-467d-a08c-be026cb8ff42","{W}{B}","Legendary Creature — Vampire Scout","BW","normal","deferred","oracle-needs-explicit-semantics",""
"Amarant Coral","322d2407-fa9f-48d0-bdf0-88f6d24cf865","{2}{R}{G}","Legendary Creature — Human Monk","GR","normal","deferred","oracle-needs-explicit-semantics",""
"Amareth, the Lustrous","8cccc8d0-bdd8-4853-8330-6f6a57695d11","{3}{G}{W}{U}","Legendary Creature — Dragon","GUW","normal","deferred","oracle-needs-explicit-semantics",""
"Amass the Components","0f623e23-81ae-4c35-b68b-e0a2f431cbad","{3}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Amazing Alliance","5a824aff-52fe-4402-b074-884afb5286d4","{1}{W}{W}","Enchantment","W","normal","deferred","unbound-event-amount",""
"Ambassador Blorpityblorpboop","183a9488-e21f-448b-8b69-e53b56fa0a56","{3}{G}{U}","Legendary Creature — Alien Advisor Guest","GU","normal","deferred","oracle-needs-explicit-semantics",""
"Amber Gristle O'Maul","d1435f7b-a694-4c7f-a0f2-34c4c646e04b","{3}{R}","Legendary Creature — Dwarf Cleric","R","normal","deferred","oracle-needs-explicit-semantics",""
"Ambitious Augmenter","d87f0e52-486e-49b4-9cf1-12e238857340","{G}","Creature — Turtle Wizard","G","normal","deferred","oracle-needs-explicit-semantics",""
"Ambitious Dragonborn","934094d6-c897-4ae2-89cd-08d106600d3c","{3}{G}","Creature — Dragon Barbarian","G","normal","deferred","oracle-needs-explicit-semantics",""
"Ambrosia Whiteheart","2bcc9f11-5b12-433e-9680-0f4b18aa521c","{1}{W}","Legendary Creature — Bird","W","normal","deferred","oracle-needs-explicit-semantics",""
"Ambush Commander","e75b2a97-b28d-43fe-8b1e-ba87a09f339c","{3}{G}{G}","Creature — Elf","G","normal","deferred","oracle-needs-explicit-semantics",""
"Ambush Krotiq","e53f5f82-a8e0-44b1-a3be-162a0724755d","{5}{G}","Creature — Insect","G","normal","deferred","oracle-needs-explicit-semantics",""
"Aminatou's Augury","c9160997-0305-47f5-9a2f-77588d167da0","{6}{U}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Aminatou, Veil Piercer","bf45f5ee-4d5f-4920-b612-b5492c2f035d","{1}{W}{U}{B}","Legendary Creature — Human Wizard","BUW","normal","deferred","oracle-needs-explicit-semantics",""
"Aminatou, the Fateshifter","3a30089d-cd2d-49be-9b06-7a2454117692","{W}{U}{B}","Legendary Planeswalker — Aminatou","BUW","normal","deferred","noncreature-needs-explicit-semantics",""
"Ammit Eternal","c2f6ddc2-86bc-43da-9bdd-0c2af79c62fd","{2}{B}","Creature — Zombie Crocodile Demon","B","normal","deferred","unbound-event-reference",""
"Amoeboid Changeling","68865793-daeb-4c55-80cb-12853f9f96c4","{1}{U}","Creature — Shapeshifter","U","normal","deferred","oracle-needs-explicit-semantics",""
"Amonkhet Raceway","fe174586-d36b-40f6-babd-1f98e76eec22","","Land","","normal","deferred","land-needs-explicit-semantics",""
"Amped Raptor","3ed14ea7-ee62-4604-af3b-deafb00108c3","{1}{R}","Creature — Dinosaur","R","normal","deferred","oracle-needs-explicit-semantics",""
"Amphibious Kavu","9c9b1871-e776-4373-ba89-e009131cb6f7","{2}{G}","Creature — Kavu","G","normal","deferred","oracle-needs-explicit-semantics",""
"Amplifire","c6861c50-d336-4352-a76d-ec22a86ec09e","{2}{R}{R}","Creature — Elemental","R","normal","deferred","oracle-needs-explicit-semantics",""
"Amulet of Safekeeping","98709d61-4da4-4d3a-a654-bb2a7a0edb6b","{2}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Amulet of Vigor","dba16032-66c1-4ccb-9d65-d41ac550d182","{1}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Amy Pond","aa7d3e99-fc14-4f62-bf00-c0428c11e4f2","{2}{R}","Legendary Creature — Human","R","normal","deferred","oracle-needs-explicit-semantics",""
"Amy Rose","b2d597b4-f9ba-44b0-a947-0c2ecda2d308","{2}{R}{W}","Legendary Creature — Hedgehog Warrior","RW","normal","deferred","oracle-needs-explicit-semantics",""
"Amzu, Swarm's Hunger","6777863c-e52c-4a7c-b8d2-a16b1438b3d2","{3}{B}{G}","Legendary Creature — Insect Shaman","BG","normal","deferred","oracle-needs-explicit-semantics",""
"An Unearthly Child","9527d2dc-d2e2-4259-aefe-2342ea07bc63","{1}{U}{U}","Enchantment — Saga","U","saga","deferred","saga-chapter-needs-complete-semantics",""
"An Unexpected Party // At the Door","38503d34-f4f9-4eeb-9b1e-4fec1df921b3","{2}{W}{W} // {X}{2}{W}","Enchantment // Sorcery — Adventure","W","adventure","deferred","adventure-needs-complete-face-semantics",""
"Ana Battlemage","c37537ae-616a-41e4-890c-f4b9475dbf31","{2}{G}","Creature — Human Wizard","BGU","normal","deferred","oracle-needs-explicit-semantics",""
"Anafenza, Unyielding Lineage","659bc01c-fa60-4d00-bdad-5bca1d2a978f","{2}{W}","Legendary Creature — Spirit Soldier","W","normal","deferred","oracle-needs-explicit-semantics",""
"Analyze the Pollen","ec7d550b-9e13-4249-89c7-6ad43f71ea11","{G}","Sorcery","G","normal","deferred","spell-needs-explicit-semantics",""
"Anavolver","03a4cbe2-cf35-4c2c-b035-666f994ffd09","{3}{G}","Creature — Volver","BGU","normal","deferred","oracle-needs-explicit-semantics",""
"Anax, Hardened in the Forge","e23cd06d-1360-4e5d-aecc-adf902bede69","{1}{R}{R}","Legendary Enchantment Creature — Demigod","R","normal","deferred","oracle-needs-explicit-semantics",""
"Ancestral Blade","ab28a801-6ab1-4db2-8ae2-c24bb4c10ebb","{1}{W}","Artifact — Equipment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Ancestral Hot Dog Minotaur","481c3bfe-2293-447d-aa03-3ea6ed9321aa","","Stickers","","normal","deferred","noncreature-needs-explicit-semantics",""
"Ancestral Katana","13a9b9fd-20fa-4734-9d95-3ab41ab9c7a0","{1}{W}","Artifact — Equipment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Ancestral Knowledge","2786f210-ec64-46ea-9a7f-b03759fb1dae","{1}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Anchor to Reality","6783f559-33d7-4b13-9a91-02b821e97163","{2}{U}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Ancient Adamantoise","e6873252-653a-47a8-99b7-b2ef70aa1f7f","{5}{G}{G}{G}","Creature — Turtle","G","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Amphitheater","7211221d-d4d8-4bbe-9d2a-b82e005bfe8a","","Land","RW","normal","deferred","land-needs-explicit-semantics",""
"Ancient Animus","4c9a38f8-8fcb-45f9-8b70-e54298c7b485","{1}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Ancient Brass Dragon","7d79fb4e-2ca0-404a-9663-1f5abce6e733","{5}{B}{B}","Creature — Elder Dragon","B","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Bronze Dragon","8ce74097-97b1-493d-9585-bd1336f95927","{5}{G}{G}","Creature — Elder Dragon","G","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Cellarspawn","b8510b34-0e5f-4639-9db1-1ba40d84b800","{1}{B}{B}","Enchantment Creature — Horror","B","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Copper Dragon","48daee9d-ddaf-410f-8c3a-12fa1064ab56","{4}{R}{R}","Creature — Elder Dragon","R","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Cornucopia","f0950c95-a297-489d-b166-74bba6af5376","{2}{G}","Artifact","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Ancient Excavation","46db3dc2-9eb1-4be3-96f9-0013119fcd97","{2}{U}{B}","Instant","BU","normal","deferred","spell-needs-explicit-semantics",""
"Ancient Gold Dragon","44cb725a-72fc-4e0d-b966-f0b6d33f6b79","{5}{W}{W}","Creature — Elder Dragon","W","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Greenwarden","3bcf090c-e890-4a9f-a8aa-6079e4ec9947","{4}{G}{G}","Creature — Elemental","G","normal","deferred","oracle-needs-explicit-semantics",""
"Ancient Ooze","2076b2a7-6e07-4b6d-ae17-c1cfd0961022","{5}{G}{G}","Creature — Ooze","G","normal","deferred","dynamic-power-toughness",""
